alias,mature,safe
vox_plr_0_wpck_mg_0,I'll take this heater and paste them all over the fucking~wall.,I'll paste them all over the walls with this heater.
vox_plr_0_wpck_mg_1,"You know, Sal, he loves these things. I can't say I blame~him.","You know, Sal, he loves these things. I can't say I blame~him."
vox_plr_0_wpck_mg_2,Now this is a fine looking machine gun.,Now this is a fine looking machine gun.
vox_plr_0_wpck_mg_3,"The first time I fired a machine gun, I was little more~than a punk kid.","The first time I fired a machine gun, I was little more~than a punk kid."
vox_plr_0_wpck_mg_4,A man of my taste and experience knows how to appreciate~something like this.,A man of my taste and experience knows how to appreciate~something like this.
vox_plr_0_wpck_mg_5,Machine Gun? Ain't that sweet. I thought you were gonna~screw me over for sure.,Machine Gun? Ain't that sweet. I thought you were gonna~screw me over for sure.
vox_plr_0_wpck_mg_6,Nice. This will put me in fine shape.,Nice. This will put me in fine shape.
vox_plr_0_wpck_pap_0,"Well, well, this looks a bit special.","Well, well, this looks a bit special."
vox_plr_0_wpck_pap_1,Time to bring a little more heat to this party.,Time to bring a little more heat to this party.
vox_plr_0_wpck_pap_2,Now that's more like it.,Now that's more like it.
vox_plr_0_wpck_pistol_0,"If I run out of bullets, I'll just pistol whip them.","If I run out of bullets, I'll just pistol whip them."
vox_plr_0_wpck_pistol_1,"Yeah, yeah, whatever. Just give me my fucking pistol.","Yeah, yeah, whatever. Just give me my fucking pistol."
vox_plr_0_wpck_pistol_2,I kinda thought you were gonna give me a pistol.,I kinda thought you were gonna give me a pistol.
vox_plr_0_wpck_pistol_3,That's good enough for me. I ain't one of those guys who~need a big gun to feel like a tough guy.,That's good enough for me. I ain't one of those guys who~need a big gun to feel like a tough guy.
vox_plr_0_wpck_pistol_4,That'll do it alright.,That'll do it alright.
vox_plr_0_wpck_pistol_5,"If I run out of bullets, I'll just pistol whip the~motherfuckers.","If I run out of bullets, I'll just pistol whip them."
vox_plr_0_wpck_ray_0,I can't wait to see what happens when I belt him in the~teeth with this thing.,I can't wait to see what happens when I belt him in the~teeth with this thing.
vox_plr_0_wpck_ray_1,"Hey Weasel, you have any idea what this thing is?","Hey Weasel, you have any idea what this thing is?"
vox_plr_0_wpck_ray_2,I got a feeling this will have them screaming blue murder.,I got a feeling this will have them screaming blue murder.
vox_plr_0_wpck_ray_3,"Well, well, this looks a bit special.","Well, well, this looks a bit special."
vox_plr_0_wpck_ray_4,Where the fuck did this bean shooter even come from?,Where'd this bean shooter come from?
vox_plr_0_wpck_rpg_0,This should take down a whole fucking bundle in one shot.,This should take down a whole bundle in one shot.
vox_plr_0_wpck_rpg_1,Time to bring a little more heat to this party.,Time to bring a little more heat to this party.
vox_plr_0_wpck_rpg_2,"I never laid eyes on this before. It looks like a doozy.~Fair play, box.","I never laid eyes on this before. It looks like a doozy.~Fair play, box."
vox_plr_0_wpck_rpg_3,I'll paint the fucking walls with those bastards.,I'll paint the walls with those punks.
vox_plr_0_wpck_rpg_4,"With a bit of luck, this will knock them right off the~earth.","With a bit of luck, this will knock them right off the~earth."
vox_plr_0_wpck_shot_0,"I remember a bookie who didn't fancy paying his debt, so I~used one of these fuckers to change his mind.","I remember a bookie who didn't fancy paying his debt, so I~used one of these to change his mind."
vox_plr_0_wpck_shot_1,Time to shut those fuckers up for good.,It's time to shut those punks up for good.
vox_plr_0_wpck_shot_2,I guess I was born lucky.,I guess I was born lucky.
vox_plr_0_wpck_shot_3,"I like what I see. Keep it up, box.","I like what I see. Keep it up, box."
vox_plr_0_wpck_shot_4,"Yeah, this'll do in a pinch.","Yeah, this'll do in a pinch."
vox_plr_0_wpck_smg_0,"When I let loose with this fucking thing, the Valentine's~Day Massacre is gonna look like a walk in the park.","When I let loose with this thing, the Valentine's Day~Massacre is gonna look like a walk in the park."
vox_plr_0_wpck_smg_1,A few rounds from this should teach them to keep their~mouths shut.,A few rounds from this should teach them to keep their~mouths shut.
vox_plr_0_wpck_smg_2,"Here's my philosophy. When you're in doubt, just keep~throwing lead till there's no one left standing.","Here's my philosophy. When you're in doubt, just keep~throwing lead till there's no one left standing."
vox_plr_0_wpck_smg_3,It wasn't so easy to clip a whole crew before these~fucking things came along.,It wasn't so easy to clip a whole crew before these kind~of things came along.
vox_plr_0_wpck_smg_4,Maybe this submachine gun will persuade them to back the~fuck off.,Maybe this submachine gun will persuade them to back off.
vox_plr_0_wpck_snipe_0,Don't you got anything with a higher rate of fire?,Don't you got anything with a higher rate of fire?
vox_plr_0_wpck_snipe_1,"Hey listen, Box. Don't take me for a dumb patsy. I want~the good stuff.","Hey listen, Box. Don't take me for a dumb patsy. I want~the good stuff."
vox_plr_0_wpck_snipe_2,This thing don't throw nearly enough lead for my taste.,This thing don't throw nearly enough lead for my taste.
vox_plr_0_wpck_snipe_3,"Hey, Box, what are you, playing me?","Hey, Box, what are you, playing me?"
vox_plr_0_wpck_snipe_4,"If you're gonna give me crap like this, I might as well~pull a Chuck.","Listen, if you're gonna give me garbage like this, I might~as well pull a Chuck."
vox_plr_0_zombie_arrive_gg_0,We need to get the hell off of this bridge!,We can't stay here!
vox_plr_1_ammo_low_0,I only got a few rounds left.,I only got a few rounds left.
vox_plr_1_ammo_low_1,Ammo's almost gone!,Ammo's almost gone!
vox_plr_1_ammo_low_2,I'm burning through ammo!,I'm burning through ammo!
vox_plr_1_ammo_low_3,I'm almost out of lead.,I'm almost out of lead.
vox_plr_1_ammo_low_4,Shit! Should I save the last one for myself?,Should I save the last one for myself?
vox_plr_1_ammo_out_0,"Watch my back, I'm out.","Watch my back, I'm out."
vox_plr_1_ammo_out_1,"Shit, no bullets!","Oh no, no bullets!"
vox_plr_1_ammo_out_2,I really need some lead.,I really need some lead.
vox_plr_1_ammo_out_3,No ammo? That's just fucking great.,No ammo? That's just great!
vox_plr_1_ammo_out_4,I'm all out. This is not good.,I'm all out. This is not good.
vox_plr_1_anim_intro16_0,"Once the Weasel gets the keys, we move on to stage two.","Once the Weasel gets the keys, we move on to stage two."
vox_plr_1_anim_intro17_0,Let's get moving.,Let's get moving.
vox_plr_1_anim_intro2_0,And we'll go through with another 50 if that's what it~takes.,And we'll go through with another 50 if that's what it~takes.
vox_plr_1_anim_intro26_0,"You don't say, Weasel.","You don't say, Weasel."
vox_plr_1_anim_intro3_0,"9.30, lights out, God begins his rounds.","9.30, lights out, God begins his rounds."
vox_plr_1_anim_intro4_0,"How we doing tonight, Ferguson? Family good?","How we doing tonight, Ferguson? Family good?"
vox_plr_1_anim_intro6_0,Ain't that swell?,Ain't that swell?
vox_plr_1_box_move_0,You have got to be fucking kidding me.,You have got to be kidding me!
vox_plr_1_box_move_1,I swear this fucking box is jinxed.,I swear this box is jinxed.
vox_plr_1_box_move_2,You don't think I know what you're still doing?,You don't think I know what you're still doing?
vox_plr_1_box_move_3,This shit is whacked.,This is whacked!
vox_plr_1_box_move_4,Fuck! So now I gotta find you all over again!,"Great, so now I gotta find you all over again."
vox_plr_1_box_use_0,"Hurry it up, will ya?","Hurry it up, will ya?"
vox_plr_1_box_use_1,Come on! Come on!,Come on! Come on!
vox_plr_1_box_use_2,You better give me something good.,You better give me something good.
vox_plr_1_box_use_3,How the fuck does this thing even work?,How does this thing work?
vox_plr_1_box_use_4,"Give me a Tommy Gun, come on!","Give me a Tommy Gun, come on!"
vox_plr_1_bridge_var1_4_0,"Hey Weasel, there's something you want to tell us?","Hey Weasel, there's something you want to tell us?"
vox_plr_1_bridge_var2_1_0,"This place, it's weird. I think we've been here before.","This place, it's weird. I think we've been here before."
vox_plr_1_bridge_var2_10_0,"Look, there's another one of those machines!","Look, there's another one of those machines!"
vox_plr_1_bridge_var2_3_0,New Year's Eve. It's always New Year's Eve.,New Year's Eve. It's always New Year's Eve.
vox_plr_1_bridge_var2_9_0,What the fuck is going on?,What in the world is going on?
vox_plr_1_bridge_var6_15_0,I don't think so. I don't think hell knows what to do with~us.,I don't think so. There's gotta be a way out of here.
vox_plr_1_bridge_var6_4_0,What? We did the same shit we always do. We got a routine~here.,What? We did the same thing we always do. We got a routine~here.
vox_plr_1_brutus_arrival_0,The big man's here again!,The big man's here again!
vox_plr_1_brutus_defeated_0,Get the fuck out of here! Fucking Wicked Witch of the~fucking West!,"Get out of here, you wicked witch of the West."
vox_plr_1_brutus_defeated_1,Get out of here!,Get out of here!
vox_plr_1_brutus_defeated_2,About fucking time.,About time!
vox_plr_1_brutus_encounter_0,What the fuck is that?,What is that?
vox_plr_1_brutus_reaction_0,Fuck! This is one tough son of a bitch!,This is One Tough Dead Guy.
vox_plr_1_brutus_reaction_1,You hear some of the shit that thing's saying? I think~it's Ferguson!,You hear some of the stuff that thing's saying? I think~it's Ferguson.
vox_plr_1_build_bsm_add_0,"This goes here, I guess.","This goes here, I guess."
vox_plr_1_build_bsm_add_1,It's something alright.,It's something alright.
vox_plr_1_build_bsm_add_2,Is it right?,Is it right?
vox_plr_1_build_bsm_final_0,It's finished. What the fuck does it do?,It's finished. What does it do?
vox_plr_1_build_bsm_final_1,Now all I need is one of those goofy guns.,Now all I need is one of those goofy guns.
vox_plr_1_build_bsm_final_2,Looks like something goes in here.,Looks like something goes in here.
vox_plr_1_build_bsm_pickup_0,Looks like part of some kind of machine.,Looks like part of some kind of machine.
vox_plr_1_build_bsm_pickup_1,"Hey Weasel, what did you say this thing was?","Hey Weasel, what did you say this thing was?"
vox_plr_1_build_bsm_pickup_2,"I know I need this. How I know, I don't know.","I know I need this. How I know, I don't know."
vox_plr_1_build_bsm_plc_0,"Don't ask me why, but it's like I knew it was going to~give me this.","Don't ask me why, but it's like I knew it was going to~give me this."
vox_plr_1_build_plane_0,"This thing better make it off the ground, Weasel.","This thing better make it off the ground, Weasel."
vox_plr_1_build_zs_add_0,Oh yeah. Now we're getting somewhere.,Oh yeah. Now we're getting somewhere.
vox_plr_1_build_zs_add_1,How am I meant to know if this is right? I never worked at~a shop.,How am I meant to know if this is right? I never worked at~a shop.
vox_plr_1_build_zs_add_2,Don't let those goofballs sneak up on me while I'm doing~this.,Don't let those goofballs sneak up on me while I'm doing~this.
vox_plr_1_build_zs_final_0,Weasel was right. It is a shield.,Weasel was right. It is a shield.
vox_plr_1_build_zs_final_1,"Fuckin' aces, this sure looks good.",Aces. This show looks good.
vox_plr_1_build_zs_final_2,"We got shields, guys. Come grab one.","We got shields, guys. Come grab one."
vox_plr_1_build_zs_pickup_0,"I don't know what it is, but it's something.","I don't know what it is, but it's something."
vox_plr_1_build_zs_pickup_1,This looks like it should fit into something else.,This looks like it should fit into something else.
vox_plr_1_build_zs_pickup_2,"You said we need to do this to make a shield, right~Weasel?","You said we need to do this to make a shield, right~Weasel?"
vox_plr_1_build_zs_plc_0,"Damn, now this is fucking heavy.",This is heavy.
vox_plr_1_chair_electrocution_0,"Okay, come on!","Okay, come on!"
vox_plr_1_chair1_var1_0,What the fuck is this?,What is this?
vox_plr_1_chair1_var4_0,"What you saying, Weasel?","What you saying, Weasel?"
vox_plr_1_chair2_var4_0,This is all too fucking nuts for me. First we go in and~out of spooky fucking ghost world. Now this.,This is all too crazy nuts for me. First we go in and out~of spooky ghost world. Now this?
vox_plr_1_chair3_var_3_0,"Are you fucking kidding me, Weasel?","Are you kidding me, Weasel?"
vox_plr_1_chair4_var_4_0,"Ho ho, you better be right about this, Weasel.","Ho ho, you better be right about this, Weasel."
vox_plr_1_crawler_attack_0,Keep your meat hooks off me!,Keep your meat hooks off me!
vox_plr_1_crawler_attack_1,"Still dangerous without your stems, huh?","Still dangerous without your stems, huh?"
vox_plr_1_crawler_attack_2,Ah! Get the fuck off me!,Get off me!
vox_plr_1_crawler_attack_3,Shit! Top half still biting!,Top half still biting.
vox_plr_1_crawler_attack_4,This little bastard ain't quitting.,This little run ain't quittin'.
vox_plr_1_crawler_kill_0,"End of the line, half pint.","End of the line, half pint."
vox_plr_1_crawler_kill_1,"Say goodnight, you fucking worm.","Say goodnight, you little worm."
vox_plr_1_crawler_kill_2,You was really getting on my nerves.,You was really getting on my nerves.
vox_plr_1_crawler_kill_3,Quit squealing. Sounds like a damn suck pig.,Quit squealing. You sound like a cello rat.
vox_plr_1_crawler_kill_4,Fuck you with bells on.,"Kiss off, loser."
vox_plr_1_crawler_start_0,I snap you like a pencil.,I snap you like a pencil.
vox_plr_1_crawler_start_1,Took the pinch right out from under you.,Took the pinch right out from under you.
vox_plr_1_crawler_start_2,"You got broke, you little bitch!","You got broke, you little creep!"
vox_plr_1_crawler_start_3,How the fuck are you still wiggling?,How are you still wiggling?
vox_plr_1_crawler_start_4,There's a reason you should respect me.,There's a reason you should respect me.
vox_plr_1_discover_box_0,Holy fuck! This thing looks like a fucking coffin or~something!,Check this. This thing looks like a coffin or something.
vox_plr_1_discover_trap_0,Does anyone know what this does?,Does anyone know what this does?
vox_plr_1_discover_trap_1,Did we try this thing before?,Did we try this thing before?
vox_plr_1_discover_wall_buy_0,What the fuck? A gun just appeared right out of that chalk~drawing.,What the? A gun just appeared right out of that chalk~drawing.
vox_plr_1_during_1_oh_shit7_0,There's more outside!,There's more outside!
vox_plr_1_earn_acheivement_0,Did something happen?,Did something happen?
vox_plr_1_earn_acheivement_1,What'd I do?,What'd I do?
vox_plr_1_electric_zap_0,I think we need to overload the electrical systems.,I think we need to overload the electrical systems.
vox_plr_1_electric_zap_1,One of us needs to zap that shit.,One of us needs to zap that.
vox_plr_1_end_scenario_0,I'll be a son of a bitch! Look! Those things are~protecting him!,I'll be a son of a bitch! Look! Those things are~protecting him!
vox_plr_1_end_scenario_1,"I knew you were behind this, Weasel!","I knew you were behind this, Weasel!"
vox_plr_1_end_scenario_2,Kill that rat!,Kill that rat!
vox_plr_1_end_scenario_3,So they're on your side after all.,So they're on your side after all.
vox_plr_1_find_map_0,Look at this. Locations marked on a map of the fucking~prison.,Look at this. Locations marked on a map of a prison.
vox_plr_1_find_secret_0,Where the hell is that music coming from?,Where that music coming from?
vox_plr_1_free_fall_0,AHHHH!,AHHHH!
vox_plr_1_fuel_pickup_0,Got a fuel can!,Got a fuel can!
vox_plr_1_fuel_pickup_1,We're cooking now. I found another few cans.,We're cooking now. I found another few cans.
vox_plr_1_generic_wall_buy_0,Give me that!,Give me that!
vox_plr_1_generic_wall_buy_1,"From a chalk outline, a real shooter. I ain't even gonna~ask how.","From a chalk outline, a real shooter. I ain't even gonna~ask how."
vox_plr_1_generic_wall_buy_2,"Come on, come on, come on. Hurry it up. I ain't got time~to fuck around with the box.",Hurry it up. I ain't got time to mess around with the box.
vox_plr_1_headshot_respond_generic_0,That's it! Don't let those fucking mooks get close!,That's it. Don't let those mooks get close.
vox_plr_1_headshot_respond_generic_1,That was a hell of a shot.,That was a hell of a shot.
vox_plr_1_headshot_respond_generic_2,"Oh, he felt that all right.","Oh, he felt that all right."
vox_plr_1_headshot_respond_to_plr_0_0,"I think you got lucky with that one, Finn.","I think you got lucky with that one, Finn."
vox_plr_1_headshot_respond_to_plr_0_1,"Damn, Finn! You took his head clean off!",He ain't getting up from that!
vox_plr_1_headshot_respond_to_plr_0_2,"That's some fucking good shooting right there, Finn.","That's some real good marksmanship right there, Finn."
vox_plr_1_headshot_respond_to_plr_2_0,"Yeah! Keep it up, Billy!","Yeah! Keep it up, Billy!"
vox_plr_1_headshot_respond_to_plr_2_1,"Oh, you fucking nailed them good.","Hey, nice shoe, Billy!"
vox_plr_1_headshot_respond_to_plr_2_2,"You got them really good, Billy!","You got them really good, Billy!"
vox_plr_1_headshot_respond_to_plr_3_0,"Never pegged you as a shooter, Weasel.","Never pegged you as a shooter, Weasel."
vox_plr_1_headshot_respond_to_plr_3_1,"Dumb luck, Weasel. That's all that was.","Dumb luck, Weasel. That's all that was."
vox_plr_1_headshot_respond_to_plr_3_2,So the little guy's got some fight in him.,So the little guy's got some fight in him.
vox_plr_1_headshot_respond_to_plr_3_3,"Maybe I got you all wrong, Al.","Maybe I got you all wrong, Al."
vox_plr_1_headshot_respond_to_plr_3_4,"Keep it up, Weasel!","Keep it up, Weasel!"
vox_plr_1_heal_revived_0,Guess I owe you one.,Guess I owe you one.
vox_plr_1_heal_revived_1,I had it all under control.,I had it all under control.
vox_plr_1_heal_revived_2,Don't think I couldn't take care of shit myself.,Don't think I couldn't take care of things myself.
vox_plr_1_heal_revived_3,I almost bit the big one.,I almost bit the big one.
vox_plr_1_heal_revived_4,"Okay, let's try this again.","Okay, let's try this again."
vox_plr_1_kill_acidgat_0,Which one of you fucks is next?,"Come on, come on, which one do you want to be next?"
vox_plr_1_kill_acidgat_1,"Does it burn? Ha ha, I bet it fucking burns.",Does it burn? I bet it burns.
vox_plr_1_kill_acidgat_2,Looks like I melted your stupid face right off.,Looks like I melted your stupid face right off.
vox_plr_1_kill_acidgat_3,"Sal's got the big gun now, huh?","Sal's got the big gun now, huh?"
vox_plr_1_kill_acidgat_4,"Come on, come on, come on, come on! Who's next for my~melting gun?","Come on, come on, come on, come on! Who's next for my~melting gun?"
vox_plr_1_kill_blundergat_0,You like getting cut and down?,You like getting cut and down?
vox_plr_1_kill_blundergat_1,Ha ha! You fucks are getting carved up!,Ha ha! You're all going down! You hear me? You're going~down!
vox_plr_1_kill_blundergat_2,"Hey, come on! Why don't y'all stand in a group? Save me~some time!","Hey, come on! Why don't y'all stand in a group? Save me~some time!"
vox_plr_1_kill_blundergat_3,"Oh man, Weasel wasn't kidding about this Blundergat thing.","Oh man, Weasel wasn't kidding about this Blundergat thing."
vox_plr_1_kill_blundergat_4,Fuck you and fuck your fucking kind!,"Forget you, and forget your whole kind!"
vox_plr_1_kill_blundergat_5,"Come on, come on, come on, come on! Eat it and weep,~fucking deadheaded mooks!","Eat it and weep, deadheaded mooks."
vox_plr_1_kill_blundergat_6,I ain't quitting till every one of you bastards is dead.,I ain't quitting till every one of you is dead.
vox_plr_1_kill_blundergat_7,I will tear each and every one of you a new one.,I will tear each and every one of you a new one.
vox_plr_1_kill_close_0,You should have just walked the other way.,You should have just walked the other way.
vox_plr_1_kill_close_1,Ain't no way I'm letting you take a piece of me.,Ain't no way I'm letting you take a piece of me.
vox_plr_1_kill_close_2,"Too close, motherfucker. Way too close.","Too close, goofball, way too close."
vox_plr_1_kill_close_3,Back your ass up!,Back up!
vox_plr_1_kill_close_4,You don't come near me. You get it?,You don't come near me. You get it?
vox_plr_1_kill_close_5,Did I make myself clear?,Did I make myself clear?
vox_plr_1_kill_damaged_0,Who the fuck do you think you are? Putting your filthy~paws on me?,Who do you think you are? Putting your filthy hands on me.
vox_plr_1_kill_damaged_1,You're a dead piece of shit now!,You're a dead piece of meat now!
vox_plr_1_kill_damaged_2,"You was asking for it, Greaseball!","You was asking for it, Greaseball!"
vox_plr_1_kill_damaged_3,Some folks gotta learn the hard way.,Some folks gotta learn the hard way.
vox_plr_1_kill_damaged_4,Forgiveness ain't in my vocabulary.,Forgiveness ain't in my vocabulary.
vox_plr_1_kill_death_machine_0,Keep coming. I'm ready for you.,Keep coming. I'm ready for you.
vox_plr_1_kill_death_machine_1,You ain't got nothing on this!,You ain't got nothing on this!
vox_plr_1_kill_death_machine_2,You're all getting shredded!,You're all getting shredded!
vox_plr_1_kill_death_machine_3,This is the fucking business.,This is the business.
vox_plr_1_kill_death_machine_4,Did you stand a chance? You thought wrong!,Did you stand a chance? You thought wrong!
vox_plr_1_kill_death_machine_5,"You got torn up, you dumb mooks.","You got torn up, you dumb mooks."
vox_plr_1_kill_death_machine_6,"Oh yeah, I can see why they call this the Debt Machine.","Oh yeah, I can see why they call this the Debt Machine."
vox_plr_1_kill_death_machine_7,You fuckers like being ripped up?,You creeps like being ripped up?
vox_plr_1_kill_explo_0,Those goons lit up like the Fourth of July.,Those goons lit up like the Fourth of July.
vox_plr_1_kill_explo_1,Damn! There's fucking bits of them all over the fucking~show!,There's bits of them all over the show.
vox_plr_1_kill_explo_2,Jeez! That was fucking loud! My ears are ringing like a~church bell!,"Jeez, that was loud. My ears are ringing like a church~bell."
vox_plr_1_kill_explo_3,"You just got Humpty Dumpty-fied, and no one's putting you~back together.","You just got Humpty Dumpty-fied, and no one's putting you~back together."
vox_plr_1_kill_explo_4,"Kinda wish you stayed home today, huh?","Kinda wish you stayed home today, huh?"
vox_plr_1_kill_headshot_0,Damn right you're toast!,You're toast!
vox_plr_1_kill_headshot_1,I got a few words for you. Go to hell.,I got a few words for you. Go to hell.
vox_plr_1_kill_headshot_2,Maybe I should have warned you. I'm in an evil fucking~mood today.,Maybe I should have warned you. I'm in an evil mood today.
vox_plr_1_kill_headshot_3,Right on the fucking button.,Right on the button.
vox_plr_1_kill_headshot_4,I plugged them good.,I plugged them good.
vox_plr_1_kill_headshot_5,"Your brains are all over the wall now, fucker.","Your brains are all over the wall now, freak!"
vox_plr_1_kill_headshot_6,You like that? Huh? Did you like that? Cause I fucking~did.,You like that? Huh? Do ya? Do ya? I liked it.
vox_plr_1_kill_headshot_7,"You got fucking busted, you little shit.","You got busted, you little creep."
vox_plr_1_kill_headshot_8,You learned your lesson? Don't fucking matter now. You~ain't got no head!,You learned your lesson? Don't matter now. You ain't got~no head!
vox_plr_1_kill_headshot_9,"Hey! What are you, stupid? Didn't you realize you just got~plugged?","Hey! What are you, stupid? Didn't you realize you just got~plugged?"
vox_plr_1_kill_insta_0,I know you felt that.,I know you felt that.
vox_plr_1_kill_insta_1,"I will walk right through you, motherfuckers.",I will walk right through you.
vox_plr_1_kill_insta_2,You should have stayed dead!,You should have stayed dead!
vox_plr_1_kill_insta_3,Get down! Stay down!,Get down! Stay down!
vox_plr_1_kill_insta_4,Out of my fucking way!,Out of my way!
vox_plr_1_kill_ray_0,"That fried your ass, didn't it?","That fried you, didn't it?"
vox_plr_1_kill_ray_1,Now this is a grade 8 killing machine.,Now this is a grade 8 killing machine.
vox_plr_1_kill_ray_2,You got burned bad.,You got burned bad.
vox_plr_1_kill_ray_3,You ain't coming any closer.,You ain't coming any closer.
vox_plr_1_kill_ray_4,Your fucking goose just got cooked.,Your fucking goose just got cooked.
vox_plr_1_kill_redeemer_0,"Boy, this thing's something special.","Boy, this thing's something special."
vox_plr_1_kill_redeemer_1,Nice fucking killing. Now come to Pappy.,Nice killin'. Now come to Pappy.
vox_plr_1_kill_redeemer_2,Anyone see that? That was a hell of a fucking throw!,Anyone see that? That was a really good throw.
vox_plr_1_kill_retriever_0,I'm dragging you all to hell!,I'm putting you all down.
vox_plr_1_kill_retriever_1,"Haha, hey, you got fuckin' boomerang, bitch!","Didn't even see it coming, did ya?"
vox_plr_1_kill_retriever_2,"Oh, I like this shit.","Oh, I like this."
vox_plr_1_kill_retriever_3,Don't wanna knock out your teeth?,Don't wanna knock out your teeth?
vox_plr_1_kill_retriever_4,Wanna go again? I sure do.,Wanna go again? I sure do.
vox_plr_1_kill_retriever_5,"It's pain day, freaks. You're all invited.","It's pain day, freaks. You're all invited."
vox_plr_1_kill_streak_0,You see what happens when you mess with Sal?,You see what happens when you mess with Sal?
vox_plr_1_kill_streak_1,Do you even know who I am?,Do you even know who I am?
vox_plr_1_kill_streak_10,Want to rethink your strategy?,Want to rethink your strategy?
vox_plr_1_kill_streak_11,Go to hell and stay there!,"Get away from me, you freaks!"
vox_plr_1_kill_streak_12,You goons don't stand a chance.,You goons don't stand a chance.
vox_plr_1_kill_streak_13,I aim to get off this damn rock.,I aim to get off this rock.
vox_plr_1_kill_streak_2,Come on! Come on! I ain't afraid of you!,Come on! Come on! I ain't afraid of you!
vox_plr_1_kill_streak_3,I will bury each and every last one of you.,I will bury each and every last one of you.
vox_plr_1_kill_streak_4,Maybe you didn't hear me. I'm the fucking big shot around~here.,Maybe you didn't hear me. I'm the heat around here.
vox_plr_1_kill_streak_5,"Meatwagon ain't gonna save you, boys.","Meatwagon ain't gonna save you, boys."
vox_plr_1_kill_streak_6,"I can throw lead all day long, greaseballs.","I can throw lead all day long, greaseballs."
vox_plr_1_kill_streak_7,"The way I see it, you're all just fucking meat.","The way I see it, you're all just meat."
vox_plr_1_kill_streak_8,"Bring it on, you fucks!","Bring it on, you freaks!"
vox_plr_1_kill_streak_9,You're fucking with the wrong guy.,You're messing with the wrong guy!
vox_plr_1_killswitch_clue_0,"Hey man, crazy as it sounds, I think we can use these~switches to get out of our bodies.","Hey man, crazy as it sounds, I think we can use these~switches to get out of our bodies."
vox_plr_1_killswitch_clue_1,Are these things like a way into another world?,Are these things like a way into another world?
vox_plr_1_killswitch_clue_2,Anyone thinking about checking out? I just found the right~spot.,Anyone thinking about checking out? I just found the right~spot.
vox_plr_1_need_electricity_0,This thing ain't doing shit without the juice.,This thing ain't gonna work without the juice.
vox_plr_1_need_electricity_1,We need to get the power on. Anyone want to volunteer?,We need to get the power on. Anyone want to volunteer?
vox_plr_1_nomoney_generic_0,Why the hell do you want money anyway?,Why do you want money anyway?
vox_plr_1_nomoney_generic_1,"Ain't no joy here, I'm dead broke.","Ain't no joy here, I'm dead broke."
vox_plr_1_nomoney_generic_2,Why do I need to offer up the cash anyway?,Why do I need to offer up the cash anyway?
vox_plr_1_nomoney_generic_3,I ain't got shit.,I ain't got nothing.
vox_plr_1_nomoney_generic_4,You need to see the color of my money?,You need to see the color of my money?
vox_plr_1_nomoney_generic_5,Guess this ain't happening anytime soon.,Guess this ain't happening anytime soon.
vox_plr_1_nomoney_generic_6,I oughta just bust you open.,I oughta just bust you open.
vox_plr_1_nomoney_generic_7,You think I made a fucking money?,You think I'm made of money?
vox_plr_1_oh_shit_0,Fuck! There sure is a lot of you!,There sure is a lot of you.
vox_plr_1_oh_shit_1,Damn! You bastards have been breeding?,Hey! You goons been breeding?
vox_plr_1_oh_shit_10,These bastards are all over me!,These things are all over me.
vox_plr_1_oh_shit_11,You wanna rock? Come on! Let's rock!,You wanna rock? Come on! Let's rock!
vox_plr_1_oh_shit_12,I ain't letting you fuckers near me.,You think you can take me?
vox_plr_1_oh_shit_13,I ain't letting you freaks near me.,I ain't letting you freaks near me.
vox_plr_1_oh_shit_14,Let's do it! Come on!,Let's do it! Come on!
vox_plr_1_oh_shit_2,Where the hell is everybody? I'm pissing in the wind here!,Where is everybody? I'm blowing my load here!
vox_plr_1_oh_shit_3,These fucks are really trying to tighten the screws.,These freaks are really trying to tighten the screws.
vox_plr_1_oh_shit_4,They're all over me!,They're all over me!
vox_plr_1_oh_shit_5,"This ain't gonna end well, believe me.","This ain't gonna end well, believe me."
vox_plr_1_oh_shit_6,Damn right you better stick together!,"That's right, you better stick together."
vox_plr_1_oh_shit_7,"You just keep coming, don't ya?","You just keep coming, don't ya?"
vox_plr_1_oh_shit_8,You ain't putting me in the ground!,You ain't putting me in the ground!
vox_plr_1_oh_shit_9,I ain't ready to be clipped just yet.,I ain't ready to be clipped just yet.
vox_plr_1_perk_generic_0,Hope this works better than it tastes.,Hope this works better than it tastes.
vox_plr_1_perk_generic_1,"Nah, this shit better not be poisoned.",This better not be poison.
vox_plr_1_perk_generic_2,"Ugh, sure leaves a nasty aftertaste.","Ugh, sure leaves a nasty aftertaste."
vox_plr_1_perk_generic_3,Good thing I ain't drinking it for the taste.,Good thing I ain't drinking it for the taste.
vox_plr_1_perk_generic_4,"Damn, how long has this soda been sitting here?",How long has this soda been sitting here?
vox_plr_1_perk_generic_5,Who the fuck made all these things? That's what I wanna~know.,What makes all these things? That's what I want to know.
vox_plr_1_perk_generic_6,"Ah, I needed that. Can't even remember when I last tasted~water.","Ah, I needed that. Can't even remember when I last tasted~water."
vox_plr_1_pick_up_egg_0,What is this about?,What is this about?
vox_plr_1_pick_up_egg_1,Looks like just what we were looking for.,Looks like just what we were looking for.
vox_plr_1_pick_up_egg_2,"Guys, I found something!","Guys, I found something!"
vox_plr_1_pick_up_egg_3,Ho-ho! We're gonna need this!,Ho-ho! We're gonna need this!
vox_plr_1_plane_crash_0,"Hold tight, we're flying into a storm.","Hold tight, we're flying into a storm."
